"","formula"
"649","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"650","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"651","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+aridity:FRic+(1|site_ID)"
"652","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+aridity:FEve+(1|site_ID)"
"653","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+aridity:FDiv+(1|site_ID)"
"654","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FRic:FEve+(1|site_ID)"
"655","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FRic:FDiv+(1|site_ID)"
"656","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"657","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"658","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FRic+aridity:FDiv+(1|site_ID)"
"659","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"660","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FRic+FRic:FDiv+(1|site_ID)"
"661","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FRic+FEve:FDiv+(1|site_ID)"
"662","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FEve+aridity:FDiv+(1|site_ID)"
"663","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"664","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FEve+FRic:FDiv+(1|site_ID)"
"665","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FEve+FEve:FDiv+(1|site_ID)"
"666","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"667","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"668","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"669","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"670","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"671","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"672","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FRic+aridity:FEve+(1|site_ID)"
"673","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"674","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FRic+FRic:FEve+(1|site_ID)"
"675","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"676","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FRic+FEve:FDiv+(1|site_ID)"
"677","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"678","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FEve+FRic:FEve+(1|site_ID)"
"679","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FEve+FRic:FDiv+(1|site_ID)"
"680","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"681","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FDiv+FRic:FEve+(1|site_ID)"
"682","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"683","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"684","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"685","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"686","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"687","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"688","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"689","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"690","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"691","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"692","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"693","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"694","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"695","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"696","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"697","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"698","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"699","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"700","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"701","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"702","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"703","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"704","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"705","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"706","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FRic+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"707","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FRic+aridity:FEve+(1|site_ID)"
"708","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"709","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FRic+FRic:FEve+(1|site_ID)"
"710","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"711","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FRic+FEve:FDiv+(1|site_ID)"
"712","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"713","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+FRic:FEve+(1|site_ID)"
"714","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+FRic:FDiv+(1|site_ID)"
"715","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"716","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FDiv+FRic:FEve+(1|site_ID)"
"717","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"718","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"719","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"720","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"721","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"722","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"723","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"724","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"725","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"726","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"727","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"728","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"729","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"730","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"731","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"732","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"733","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"734","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"735","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"736","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"737","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"738","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"739","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"740","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"741","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FEve+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"742","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"743","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"744","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"745","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"746","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"747","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"748","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"749","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"750","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"751","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"752","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"753","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"754","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"755","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"756","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"757","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"758","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"759","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"760","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"761","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"762","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"763","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"764","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"765","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"766","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"767","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"768","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"769","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"770","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"771","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"772","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"773","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"774","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"775","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"776","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"777","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"778","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"779","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"780","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"781","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FEve+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"782","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+graz:FEve+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"783","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"784","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"785","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"786","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"787","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"788","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"789","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"790","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"791","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"792","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"793","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"794","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"795","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"796","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"797","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"798","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"799","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"800","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"801","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"802","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"803","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"804","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"805","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"806","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"807","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+graz:FDiv+aridity:FRic+(1|site_ID)"
"808","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+graz:FDiv+aridity:FEve+(1|site_ID)"
"809","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+graz:FDiv+aridity:FDiv+(1|site_ID)"
"810","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+graz:FDiv+FRic:FEve+(1|site_ID)"
"811","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+graz:FDiv+FRic:FDiv+(1|site_ID)"
"812","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"813","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"814","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+aridity:FDiv+(1|site_ID)"
"815","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"816","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+FRic:FDiv+(1|site_ID)"
"817","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+FEve:FDiv+(1|site_ID)"
"818","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FEve+aridity:FDiv+(1|site_ID)"
"819","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"820","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FEve+FRic:FDiv+(1|site_ID)"
"821","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FEve+FEve:FDiv+(1|site_ID)"
