"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"810",145,"44_2","Darkesh","Iran",2,"Amygdalus","spinosissima",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Amygdalus spinosissima"
"812",145,"44_2","Darkesh","Iran",2,"Galium","verum",1.833333333,NA,NA,NA,33,143,44,2,0.7968,"Galium verum"
"815",145,"44_2","Darkesh","Iran",2,"Carex","halleriana",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Carex halleriana"
"816",145,"44_2","Darkesh","Iran",2,"Agropyron","cristatum",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Agropyron cristatum"
"817",145,"44_2","Darkesh","Iran",2,"Fumana","procumbens",0.9375,340.7627119,0.207381371,0.182772727,8,400,44,2,0.7968,"Fumana procumbens"
"818",145,"44_2","Darkesh","Iran",2,"Echinops","koelzii",13,NA,0.44719042,NA,65,644,44,2,0.7968,"Echinops koelzii"
"819",145,"44_2","Darkesh","Iran",2,"Convolvulus","lineatus",8.44,634.9032258,0.254515599,4.9205,5,60,44,2,0.7968,"Convolvulus lineatus"
"820",145,"44_2","Darkesh","Iran",2,"Vincetoxicum","scandens",5,NA,0.327421555,NA,22,100,44,2,0.7968,"Vincetoxicum scandens"
"822",145,"44_2","Darkesh","Iran",2,"Bothriochloa","ischaemum",12.89,83.72013652,0.589240825,2.453,85,120,44,2,0.7968,"Bothriochloa ischaemum"
"823",145,"44_2","Darkesh","Iran",2,"Stachys","subaphylla",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Stachys subaphylla"
"824",145,"44_2","Darkesh","Iran",2,"Euphorbia","falcata",0.5,NA,NA,NA,6,8,44,2,0.7968,"Euphorbia falcata"
"825",145,"44_2","Darkesh","Iran",2,"Rhamnus","pallasii",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Rhamnus pallasii"
"826",145,"44_2","Darkesh","Iran",2,"Silene","sp.",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Silene sp."
"827",145,"44_2","Darkesh","Iran",2,"Verbascum","cheiranthifolium",22.2,53.04304221,0.390757675,15.8665,30,3600,44,2,0.7968,"Verbascum cheiranthifolium"
"828",145,"44_2","Darkesh","Iran",2,"Allium","fibrosum",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Allium fibrosum"
"829",145,"44_2","Darkesh","Iran",2,"Rosa","canina",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Rosa canina"
"830",145,"44_2","Darkesh","Iran",2,"Ziziphora","clinopodioides",1.253333333,84.87730061,0.587387387,0.230583333,35,1225,44,2,0.7968,"Ziziphora clinopodioides"
"832",145,"44_2","Darkesh","Iran",2,"Cerasus","microcarpa",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Cerasus microcarpa"
"833",145,"44_2","Darkesh","Iran",2,"Bufonia","oliveriana",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Bufonia oliveriana"
"835",145,"44_2","Darkesh","Iran",2,"Stipa","bromoides",20.15384615,NA,NA,NA,105,2346,44,2,0.7968,"Stipa bromoides"
"836",145,"44_2","Darkesh","Iran",2,"Rumex","tuberosus",9.76,328.0838574,0.109655172,19.562,94,110,44,2,0.7968,"Rumex tuberosus"
"838",145,"44_2","Darkesh","Iran",2,"Paliurus","spina-christi",9.455,23.80830343,0.495680894,1.16125,63,4032,44,2,0.7968,"Paliurus spina-christi"
"840",145,"44_2","Darkesh","Iran",2,"Poa","bulbosa",5,NA,NA,NA,20,144,44,2,0.7968,"Poa bulbosa"
"841",145,"44_2","Darkesh","Iran",2,"Astragalus","jolderensis",4.895,89.62199313,0.341499193,5.216,15,165,44,2,0.7968,"Astragalus jolderensis"
"842",145,"44_2","Darkesh","Iran",2,"Centaurea","virgata",5.666666667,75.81911263,0.605997932,0.8886,28,800,44,2,0.7968,"Centaurea virgata"
"843",145,"44_2","Darkesh","Iran",2,"Dactylis","glomerata",18.375,NA,NA,NA,95,1650,44,2,0.7968,"Dactylis glomerata"
"844",145,"44_2","Darkesh","Iran",2,"Cotoneaster","nummularius",2.357142857,NA,NA,NA,126,9792,44,2,0.7968,"Cotoneaster nummularius"
"845",145,"44_2","Darkesh","Iran",2,"Teucrium","polium",1.625,NA,NA,NA,21,1280,44,2,0.7968,"Teucrium polium"
"846",145,"44_2","Darkesh","Iran",2,"Leontodon","asperrimus",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Leontodon asperrimus"
"848",145,"44_2","Darkesh","Iran",2,"Dracocephalum","kotschyi",2.17,129.3538462,0.333333333,1.401333333,9,187,44,2,0.7968,"Dracocephalum kotschyi"
"849",145,"44_2","Darkesh","Iran",2,"Elymus","repens",13,233.3093525,0.34601707,11.3505,72,20,44,2,0.7968,"Elymus repens"
"850",145,"44_2","Darkesh","Iran",2,"Thymus","transcaspicus",NA,NA,NA,NA,NA,NA,44,2,0.7968,"Thymus transcaspicus"
"851",145,"44_2","Darkesh","Iran",2,"Hypericum","scabrum",2,NA,NA,NA,22,96,44,2,0.7968,"Hypericum scabrum"
"854",146,"44_4","Darkesh","Iran",4,"Iris","songarica",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Iris songarica"
"855",146,"44_4","Darkesh","Iran",4,"Polygonum","aviculare",1.5,250.625,0.727272727,0.066833333,45,30,44,0,0.7968,"Polygonum aviculare"
"857",146,"44_4","Darkesh","Iran",4,"Hypericum","scabrum",7.46,NA,NA,8.707175,80,8100,44,0,0.7968,"Hypericum scabrum"
"858",146,"44_4","Darkesh","Iran",4,"Dracocephalum","kotschyi",1.25,NA,NA,NA,25,200,44,0,0.7968,"Dracocephalum kotschyi"
"860",146,"44_4","Darkesh","Iran",4,"Sanguisorba","minor",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Sanguisorba minor"
"861",146,"44_4","Darkesh","Iran",4,"Rosa","canina",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Rosa canina"
"865",146,"44_4","Darkesh","Iran",4,"Quercus","castaneifolia",12,NA,NA,NA,1200,22500,44,0,0.7968,"Quercus castaneifolia"
"867",146,"44_4","Darkesh","Iran",4,"Crataegus","microphylla",4.5,NA,NA,NA,230,22500,44,0,0.7968,"Crataegus microphylla"
"869",146,"44_4","Darkesh","Iran",4,"Stachys","subaphylla",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Stachys subaphylla"
"870",146,"44_4","Darkesh","Iran",4,"Anthemis","triumfetti",3.833333333,91.53297683,0.692592593,1.28375,70,120,44,0,0.7968,"Anthemis triumfetti"
"871",146,"44_4","Darkesh","Iran",4,"Cirsium","sp.",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Cirsium sp."
"872",146,"44_4","Darkesh","Iran",4,"Dactylis","glomerata",21.60818182,87.96357616,0.401328904,2.6565,90,2508,44,0,0.7968,"Dactylis glomerata"
"874",146,"44_4","Darkesh","Iran",4,"Thymus","transcaspicus",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Thymus transcaspicus"
"875",146,"44_4","Darkesh","Iran",4,"Achillea","biebersteinii",7.98,71.52238806,0.521197977,2.396,35,25,44,0,0.7968,"Achillea biebersteinii"
"876",146,"44_4","Darkesh","Iran",4,"Berberis","integerrima",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Berberis integerrima"
"877",146,"44_4","Darkesh","Iran",4,"Acer","monspessulanum",4,NA,NA,NA,300,11938,44,0,0.7968,"Acer monspessulanum"
"879",146,"44_4","Darkesh","Iran",4,"Echinops","koelzii",29.6,46.4847675,0.44719042,28.991,120,3392,44,0,0.7968,"Echinops koelzii"
"880",146,"44_4","Darkesh","Iran",4,"Cleistogenes","serotina",10,215.4,0.419896641,3.50025,69,1558,44,0,0.7968,"Cleistogenes serotina"
"881",146,"44_4","Darkesh","Iran",4,"Teucrium","polium",1.728571429,166.2168675,0.475917431,0.492714286,25,1240,44,0,0.7968,"Teucrium polium"
"882",146,"44_4","Darkesh","Iran",4,"Melica","ciliata",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Melica ciliata"
"883",146,"44_4","Darkesh","Iran",4,"Vincetoxicum","scandens",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Vincetoxicum scandens"
"884",146,"44_4","Darkesh","Iran",4,"Salvia","sclarea",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Salvia sclarea"
"885",146,"44_4","Darkesh","Iran",4,"Galium","verum",6,78.19095477,0.533512064,0.111142857,24,1380,44,0,0.7968,"Galium verum"
"886",146,"44_4","Darkesh","Iran",4,"Cerasus","microcarpa",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Cerasus microcarpa"
"888",146,"44_4","Darkesh","Iran",4,"Eryngium","caucasicum",6,80.37377257,0.371411765,6.3435,38,2331,44,0,0.7968,"Eryngium caucasicum"
"889",146,"44_4","Darkesh","Iran",4,"Stipa","bromoides",24.85,63.89060888,0.686260623,1.54775,120,8466,44,0,0.7968,"Stipa bromoides"
"890",146,"44_4","Darkesh","Iran",4,"Allium","fibrosum",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Allium fibrosum"
"891",146,"44_4","Darkesh","Iran",4,"Cotoneaster","nummularius",3.166666667,NA,NA,NA,130,5600,44,0,0.7968,"Cotoneaster nummularius"
"892",146,"44_4","Darkesh","Iran",4,"Rumex","tuberosus",10.5,NA,NA,NA,44,500,44,0,0.7968,"Rumex tuberosus"
"894",146,"44_4","Darkesh","Iran",4,"Poa","bulbosa",5,NA,NA,NA,27,594,44,0,0.7968,"Poa bulbosa"
"895",146,"44_4","Darkesh","Iran",4,"Colutea","buhsei",4.89,159.6414343,0.30161019,5.00875,340,90000,44,0,0.7968,"Colutea buhsei"
"897",146,"44_4","Darkesh","Iran",4,"Alyssopsis","mollis",4.5,NA,NA,NA,70,10440,44,0,0.7968,"Alyssopsis mollis"
"899",146,"44_4","Darkesh","Iran",4,"Euphorbia","falcata",1,NA,NA,NA,14,144,44,0,0.7968,"Euphorbia falcata"
"900",146,"44_4","Darkesh","Iran",4,"Centaurea","sintenisiana",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Centaurea sintenisiana"
"901",146,"44_4","Darkesh","Iran",4,"Bothriochloa","ischaemum",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Bothriochloa ischaemum"
"902",146,"44_4","Darkesh","Iran",4,"Agropyron","cristatum",NA,NA,NA,NA,NA,NA,44,0,0.7968,"Agropyron cristatum"
"903",146,"44_4","Darkesh","Iran",4,"Centaurea","virgata",5,NA,NA,NA,45,900,44,0,0.7968,"Centaurea virgata"
"904",146,"44_4","Darkesh","Iran",4,"Cousinia","stahliana",11,70.05975578,0.536632973,13.483,80,750,44,0,0.7968,"Cousinia stahliana"
"905",147,"45_1","Khage","Iran",1,"Carex","stenophylla",7.978421053,74.90825688,0.373927959,0.296909091,11,108,45,3,0.8873,"Carex stenophylla"
"906",147,"45_1","Khage","Iran",1,"Pistacia","vera",3,NA,NA,NA,60,2500,45,3,0.8873,"Pistacia vera"
"908",148,"45_2","Khage","Iran",2,"Ephedra","foliata",0.2,NA,NA,NA,45,660,45,2,0.8802,"Ephedra foliata"
"909",148,"45_2","Khage","Iran",2,"Carex","stenophylla",7.5,NA,NA,NA,11,60,45,2,0.8802,"Carex stenophylla"
"910",148,"45_2","Khage","Iran",2,"Phlomoides","labiosa",12.575,98.34710744,0.264976616,17.5525,6,396,45,2,0.8802,"Phlomoides labiosa"
"911",148,"45_2","Khage","Iran",2,"Salsola","dendroides",NA,NA,NA,NA,NA,NA,45,2,0.8802,"Salsola dendroides"
"912",148,"45_2","Khage","Iran",2,"Noaea","mucronata",4.27,65.4789916,0.291952895,0.324666667,8,4,45,2,0.8802,"Noaea mucronata"
"915",148,"45_2","Khage","Iran",2,"Kochia","prostrata",3.378,104.8445596,0.10997151,0.289071429,30,1100,45,2,0.8802,"Kochia prostrata"
"918",148,"45_2","Khage","Iran",2,"Centaurea","virgata",5.166666667,NA,NA,NA,35,416,45,2,0.8802,"Centaurea virgata"
"920",148,"45_2","Khage","Iran",2,"Pistacia","vera",6.393333333,51.47758214,0.405162904,28.359,62,2600,45,2,0.8802,"Pistacia vera"
"921",148,"45_2","Khage","Iran",2,"Artemisia","kopetdaghensis",1.183076923,92.845953,0.394845361,0.7112,35,2100,45,2,0.8802,"Artemisia kopetdaghensis"
"924",148,"45_2","Khage","Iran",2,"Rosa","persica",2.384,109.3112033,0.436120159,1.756266667,35,270,45,2,0.8802,"Rosa persica"
"925",148,"45_2","Khage","Iran",2,"Zygophyllum","atriplicoides",3.5,60.35263158,0.322279705,3.822333333,85,2975,45,2,0.8802,"Zygophyllum atriplicoides"
"927",149,"45_3","Khage","Iran",3,"Cousinia","microcarpa",NA,NA,NA,NA,NA,NA,45,1,0.8739,"Cousinia microcarpa"
"928",149,"45_3","Khage","Iran",3,"Eremodaucus","lehmannii",NA,NA,NA,NA,NA,NA,45,1,0.8739,"Eremodaucus lehmannii"
"929",149,"45_3","Khage","Iran",3,"Haplophyllum","acutifolium",NA,NA,NA,NA,NA,NA,45,1,0.8739,"Haplophyllum acutifolium"
"930",149,"45_3","Khage","Iran",3,"Centaurea","virgata",4.071428571,NA,NA,NA,30,540,45,1,0.8739,"Centaurea virgata"
"931",149,"45_3","Khage","Iran",3,"Pistacia","vera",7.75,NA,NA,NA,100,3750,45,1,0.8739,"Pistacia vera"
"932",149,"45_3","Khage","Iran",3,"Ephedra","foliata",NA,NA,NA,NA,NA,NA,45,1,0.8739,"Ephedra foliata"
"933",149,"45_3","Khage","Iran",3,"Onobrychis","chorassanica",2,NA,NA,NA,14,210,45,1,0.8739,"Onobrychis chorassanica"
"934",149,"45_3","Khage","Iran",3,"Zygophyllum","atriplicoides",2.857142857,NA,NA,NA,130,18000,45,1,0.8739,"Zygophyllum atriplicoides"
"935",149,"45_3","Khage","Iran",3,"Bunium","cylindricum",NA,NA,NA,NA,NA,NA,45,1,0.8739,"Bunium cylindricum"
"936",149,"45_3","Khage","Iran",3,"Artemisia","kopetdaghensis",0.705882353,NA,NA,NA,43,3100,45,1,0.8739,"Artemisia kopetdaghensis"
"937",149,"45_3","Khage","Iran",3,"Carex","stenophylla",9,NA,NA,NA,11,24,45,1,0.8739,"Carex stenophylla"
"939",150,"45_4","Khage","Iran",4,"Pistacia","vera",NA,NA,NA,NA,NA,NA,45,0,0.8739,"Pistacia vera"
"941",150,"45_4","Khage","Iran",4,"Zygophyllum","atriplicoides",2.1,NA,NA,NA,110,4800,45,0,0.8739,"Zygophyllum atriplicoides"
"942",150,"45_4","Khage","Iran",4,"Eremodaucus","lehmannii",NA,NA,NA,NA,NA,NA,45,0,0.8739,"Eremodaucus lehmannii"
"943",150,"45_4","Khage","Iran",4,"Carex","stenophylla",9.4,NA,NA,NA,8,20,45,0,0.8739,"Carex stenophylla"
"944",150,"45_4","Khage","Iran",4,"Stachys","lavandulifolia",NA,NA,NA,NA,NA,NA,45,0,0.8739,"Stachys lavandulifolia"
"946",150,"45_4","Khage","Iran",4,"Ephedra","foliata",NA,NA,NA,NA,NA,NA,45,0,0.8739,"Ephedra foliata"
"947",150,"45_4","Khage","Iran",4,"Artemisia","kopetdaghensis",1.289473684,NA,0.512798635,NA,75,4800,45,0,0.8739,"Artemisia kopetdaghensis"
"948",151,"46_1","Beit Nir","Israel",1,"Rhamnus","lycioides",1.71,83.12753569,0.449508132,0.420272887,400,360000,46,3,0.7905,"Rhamnus lycioides"
"949",151,"46_1","Beit Nir","Israel",1,"Pistacia","lentiscus",4.622222222,45.73744874,0.492517105,1.790298942,300,420000,46,3,0.7905,"Pistacia lentiscus"
"950",151,"46_1","Beit Nir","Israel",1,"Asparagus","aphyllus",1.27,37.38615137,0.553846478,0.070829584,120,8800,46,3,0.7905,"Asparagus aphyllus"
"951",151,"46_1","Beit Nir","Israel",1,"Ballota","undulata",1.5,100.4572809,0.448398577,2.115557143,180,54600,46,3,0.7905,"Ballota undulata"
"952",151,"46_1","Beit Nir","Israel",1,"Phillyrea","latifolia",3.3,63.30869565,0.555555556,3.64025,400,59400,46,3,0.7905,"Phillyrea latifolia"
"954",151,"46_1","Beit Nir","Israel",1,"Ephedra","foeminea",75,23.54310068,0.477420026,NA,190,152000,46,3,0.7905,"Ephedra foeminea"
"955",152,"46_2","Beit Nir","Israel",2,"Olea","europaea",4.66,50.50070705,0.502984577,2.956478333,600,490000,46,2,0.79,"Olea europaea"
"956",152,"46_2","Beit Nir","Israel",2,"Pistacia","lentiscus",5.125,41.71209285,0.478237753,3.585233333,200,150000,46,2,0.79,"Pistacia lentiscus"
"957",152,"46_2","Beit Nir","Israel",2,"Ephedra","foeminea",24.4,26.21637427,0.40377804,NA,500,2e+05,46,2,0.79,"Ephedra foeminea"
"958",152,"46_2","Beit Nir","Israel",2,"Rhamnus","lycioides",2.16,82.8049217,0.467363329,0.984454437,400,1e+05,46,2,0.79,"Rhamnus lycioides"
"959",152,"46_2","Beit Nir","Israel",2,"Capparis","spinosa",2.0225,90.56032327,0.286744605,2.35585,75,22500,46,2,0.79,"Capparis spinosa"
"960",152,"46_2","Beit Nir","Israel",2,"Asparagus","aphyllus",1.242857143,47.80405508,0.557871859,0.066043331,250,60000,46,2,0.79,"Asparagus aphyllus"
"961",153,"46_3","Beit Nir","Israel",3,"Asparagus","aphyllus",1.214285714,37.91570834,0.472316564,0.065429951,135,43700,46,1,0.7834,"Asparagus aphyllus"
"962",153,"46_3","Beit Nir","Israel",3,"Sarcopoterium","spinosum",2.478,66.27859704,0.572321279,0.504769048,115,80600,46,1,0.7834,"Sarcopoterium spinosum"
"963",153,"46_3","Beit Nir","Israel",3,"Capparis","spinosa",1.9,100.5,0.23100304,1.5276,36,400,46,1,0.7834,"Capparis spinosa"
"964",153,"46_3","Beit Nir","Israel",3,"Polygonum","equisetiforme",2.5,60.04444444,0.535714286,0.2702,75,22500,46,1,0.7834,"Polygonum equisetiforme"
"965",153,"46_3","Beit Nir","Israel",3,"Rhamnus","lycioides",1.65,70.77083333,0.439727846,0.4182375,430,269500,46,1,0.7834,"Rhamnus lycioides"
"966",153,"46_3","Beit Nir","Israel",3,"Ballota","undulata",1.4475,73.02024494,0.423579188,1.3959,120,58750,46,1,0.7834,"Ballota undulata"
"967",153,"46_3","Beit Nir","Israel",3,"Salvia","dominica",3.375,62.95619863,0.384799156,3.9854625,115,11000,46,1,0.7834,"Salvia dominica"
"968",153,"46_3","Beit Nir","Israel",3,"Piptatherum","miliaceum",NA,NA,NA,NA,NA,NA,46,1,0.7834,"Piptatherum miliaceum"
"970",153,"46_3","Beit Nir","Israel",3,"Ephedra","foeminea",27,27.88519637,0.443699732,NA,160,30400,46,1,0.7834,"Ephedra foeminea"
"971",153,"46_3","Beit Nir","Israel",3,"Ononis","natrix",NA,NA,NA,NA,NA,NA,46,1,0.7834,"Ononis natrix"
"972",153,"46_3","Beit Nir","Israel",3,"Pallenis","spinosa",1.8,92.72727273,0.611111111,0.226666667,55,1800,46,1,0.7834,"Pallenis spinosa"
"973",154,"46_4","Beit Nir","Israel",4,"Hyparrhenia","hirta",22.74,93.54607891,0.494379111,1.602468333,80,7200,46,0,0.7976,"Hyparrhenia hirta"
"974",154,"46_4","Beit Nir","Israel",4,"Fumana","arabica",0.533333333,45.55941526,0.579311672,0.023155002,25,2400,46,0,0.7976,"Fumana arabica"
"975",154,"46_4","Beit Nir","Israel",4,"Sarcopoterium","spinosum",2.45,76.76587302,0.480319149,0.562865079,60,28500,46,0,0.7976,"Sarcopoterium spinosum"
"976",154,"46_4","Beit Nir","Israel",4,"Ephedra","foeminea",NA,NA,NA,NA,NA,NA,46,0,0.7976,"Ephedra foeminea"
"977",154,"46_4","Beit Nir","Israel",4,"Helichrysum","sanguineum",NA,NA,NA,NA,NA,NA,46,0,0.7976,"Helichrysum sanguineum"
"978",154,"46_4","Beit Nir","Israel",4,"Rhamnus","lycioides",1,83.23076923,0.527027027,0.1623,170,4000,46,0,0.7976,"Rhamnus lycioides"
"979",154,"46_4","Beit Nir","Israel",4,"Teucrium","capitatum",1.3475,81.40992146,0.551538102,0.19692977,30,1500,46,0,0.7976,"Teucrium capitatum"
"980",154,"46_4","Beit Nir","Israel",4,"Asparagus","aphyllus",1.25,53.56638567,0.498997384,0.05113,170,8800,46,0,0.7976,"Asparagus aphyllus"
"981",154,"46_4","Beit Nir","Israel",4,"Phagnalon","rupestre",2.2,59.7364314,0.693175968,0.171076023,35,1200,46,0,0.7976,"Phagnalon rupestre"
"982",154,"46_4","Beit Nir","Israel",4,"Pistacia","lentiscus",5.242857143,41.40206815,0.504976739,1.471573923,350,720000,46,0,0.7976,"Pistacia lentiscus"
"983",154,"46_4","Beit Nir","Israel",4,"Phillyrea","latifolia",NA,NA,NA,NA,NA,NA,46,0,0.7976,"Phillyrea latifolia"
"984",155,"47_1","Galed","Israel",1,"Capparis","spinosa",2.1,134.9166667,0.231511254,1.619,50,7700,47,3,0.6631,"Capparis spinosa"
"986",155,"47_1","Galed","Israel",1,"Foeniculum","vulgare",0,18.69283083,0.295870477,1.335033333,140,9800,47,3,0.6631,"Foeniculum vulgare"
"988",156,"47_2","Galed","Israel",2,"Capparis","spinosa",1.732,91.41576473,0.258750088,1.742391667,110,38400,47,2,0.6631,"Capparis spinosa"
"989",156,"47_2","Galed","Israel",2,"Foeniculum","vulgare",0,39.50196008,0.263269222,3.904703704,150,9600,47,2,0.6631,"Foeniculum vulgare"
"992",157,"47_3","Galed","Israel",3,"Origanum","syriacum",0.67,72.56451871,0.454368036,0.178955671,50,15400,47,1,0.6719,"Origanum syriacum"
"993",157,"47_3","Galed","Israel",3,"Capparis","spinosa",1.476666667,99.5400468,0.227510956,1.78925,130,45000,47,1,0.6719,"Capparis spinosa"
"995",157,"47_3","Galed","Israel",3,"Foeniculum","vulgare",0,37.13953342,0.291257539,1.702164286,130,20400,47,1,0.6719,"Foeniculum vulgare"
"997",158,"47_4","Galed","Israel",4,"Foeniculum","vulgare",0,13.92598855,0.328921959,NA,160,60000,47,0,0.6719,"Foeniculum vulgare"
"998",158,"47_4","Galed","Israel",4,"Capparis","spinosa",2.245,67.19304939,0.307368903,2.91145,120,64800,47,0,0.6719,"Capparis spinosa"
"999",158,"47_4","Galed","Israel",4,"Dianthus","strictus",0,19.89133382,0.52050662,2.997361111,80,16500,47,0,0.6719,"Dianthus strictus"
"1001",159,"48_1","Sayeret Shaked","Israel",1,"Teucrium","capitatum",4.5,61.45695364,0.382278481,0.773333333,18,90,48,3,0.89,"Teucrium capitatum"
"1003",159,"48_1","Sayeret Shaked","Israel",1,"Noaea","mucronata",3,30.8019802,0.439130435,0.056563636,21,140,48,3,0.89,"Noaea mucronata"
"1004",159,"48_1","Sayeret Shaked","Israel",1,"Atractylis","serratuloides",2.617647059,40.62876763,0.565399815,0.332141823,19,960,48,3,0.89,"Atractylis serratuloides"
"1005",159,"48_1","Sayeret Shaked","Israel",1,"Thymelaea","hirsuta",0.483333333,39.86705038,0.617806999,0.045286652,53,8184,48,3,0.89,"Thymelaea hirsuta"
"1006",160,"48_2","Sayeret Shaked","Israel",2,"Atractylis","serratuloides",2.403888889,37.64424773,0.607700733,0.274199042,20,1880,48,2,0.8919,"Atractylis serratuloides"
"1007",160,"48_2","Sayeret Shaked","Israel",2,"Teucrium","capitatum",2.9,50.96755351,0.435849057,0.389566667,7,168,48,2,0.8919,"Teucrium capitatum"
"1008",160,"48_2","Sayeret Shaked","Israel",2,"Thymelaea","hirsuta",0.4,49.51264691,0.5541789,0.057780042,56,14300,48,2,0.8919,"Thymelaea hirsuta"
"1009",160,"48_2","Sayeret Shaked","Israel",2,"Noaea","mucronata",1.927272727,39.91804041,0.518049137,0.075563297,27,2236,48,2,0.8919,"Noaea mucronata"
"1012",161,"48_3","Sayeret Shaked","Israel",3,"Noaea","mucronata",1.543157895,42.52923408,0.58590657,0.06639374,62,8096,48,1,0.8919,"Noaea mucronata"
"1013",161,"48_3","Sayeret Shaked","Israel",3,"Teucrium","capitatum",4,66.224,0.449640288,0.459888889,15,416,48,1,0.8919,"Teucrium capitatum"
"1014",161,"48_3","Sayeret Shaked","Israel",3,"Thymelaea","hirsuta",0.3,35.97183099,0.229402262,0.032954839,6,24,48,1,0.8919,"Thymelaea hirsuta"
"1015",161,"48_3","Sayeret Shaked","Israel",3,"Atractylis","serratuloides",2.405333333,42.17807193,0.546693277,0.255287174,25,6240,48,1,0.8919,"Atractylis serratuloides"
"1017",162,"48_4","Sayeret Shaked","Israel",4,"Noaea","mucronata",1.431428571,50.63755531,0.545341044,0.049166166,75,10800,48,0,0.8919,"Noaea mucronata"
"1019",162,"48_4","Sayeret Shaked","Israel",4,"Phagnalon","rupestre",2,95.56140351,0.459677419,0.175709677,12,156,48,0,0.8919,"Phagnalon rupestre"
"1020",162,"48_4","Sayeret Shaked","Israel",4,"Atractylis","serratuloides",2.6,37.9,0.628930818,0.252666667,35,2000,48,0,0.8919,"Atractylis serratuloides"
"1021",162,"48_4","Sayeret Shaked","Israel",4,"Teucrium","capitatum",4.5,70.68108108,0.397849462,0.544833333,14,375,48,0,0.8919,"Teucrium capitatum"
"1022",193,"58_1","Ebenhaezer","Namibia",1,"Aristida","congesta",10.35,178.7464425,0.407472222,0.821071429,22,364,58,3,0.897,"Aristida congesta"
"1023",193,"58_1","Ebenhaezer","Namibia",1,"Acacia","mellifera",3.8,90.31686859,0.454661017,1.710176471,420,547200,58,3,0.897,"Acacia mellifera"
"1024",193,"58_1","Ebenhaezer","Namibia",1,"Acacia","hebeclada",3.666666667,98.59715072,0.428485064,0.649844235,170,156000,58,3,0.897,"Acacia hebeclada"
"1025",193,"58_1","Ebenhaezer","Namibia",1,"Momordica","balsamina",NA,NA,NA,NA,NA,NA,58,3,0.897,"Momordica balsamina"
"1026",193,"58_1","Ebenhaezer","Namibia",1,"Requienia","sphaerosperma",2.294,145.3631158,0.277801748,1.347521111,15,504,58,3,0.897,"Requienia sphaerosperma"
"1027",193,"58_1","Ebenhaezer","Namibia",1,"Cucumis","africanus",5.833333333,234.232175,0.163233146,13.52183333,12,15525,58,3,0.897,"Cucumis africanus"
"1028",193,"58_1","Ebenhaezer","Namibia",1,"Grewia","flava",NA,NA,NA,NA,NA,NA,58,3,0.897,"Grewia flava"
"1029",193,"58_1","Ebenhaezer","Namibia",1,"Aristida","meridionalis",26.2,134.2877907,0.386516854,1.026555556,30,552,58,3,0.897,"Aristida meridionalis"
"1030",193,"58_1","Ebenhaezer","Namibia",1,"Asparagus","cooperi",NA,NA,NA,NA,NA,NA,58,3,0.897,"Asparagus cooperi"
"1031",193,"58_1","Ebenhaezer","Namibia",1,"Merremia","tridentata",NA,NA,NA,NA,NA,NA,58,3,0.897,"Merremia tridentata"
"1032",193,"58_1","Ebenhaezer","Namibia",1,"Pupalia","lappacea",NA,NA,NA,NA,NA,NA,58,3,0.897,"Pupalia lappacea"
"1033",193,"58_1","Ebenhaezer","Namibia",1,"Pollichia","campestris",3.4,315.6613757,0.128571429,0.397733333,12,324,58,3,0.897,"Pollichia campestris"
"1034",193,"58_1","Ebenhaezer","Namibia",1,"Tephrosia","burchellii",5.311111111,155.6143371,0.284325503,5.12893502,9,6640,58,3,0.897,"Tephrosia burchellii"
"1035",193,"58_1","Ebenhaezer","Namibia",1,"Otoptera","burchellii",NA,NA,NA,NA,NA,NA,58,3,0.897,"Otoptera burchellii"
"1036",193,"58_1","Ebenhaezer","Namibia",1,"Stipagrostis","uniplumis",14.65882353,133.9962413,0.370913911,0.449319071,45,2205,58,3,0.897,"Stipagrostis uniplumis"
